features	pron	subj	arity
▯ agent clicks taps selects ▯ _BIAS _RAKU_koe _2_RAKU_kıkoe _ARITY_2	hó	sA	2
▯ is the letter k _BIAS _RAKU_kue _2_RAKU_kıkue _ARITY_1	hóq	sI	1
▯ is a right parenthesis _BIAS _RAKU_laı _2_RAKU_kılaı _ARITY_1	máq	sI	1
▯ is mica _BIAS _RAKU_pıo _2_RAKU_lepıo _ARITY_1	máq	sI	1
▯ is a kilogram _BIAS _RAKU_lo _2_RAKU_kılo _ARITY_1	hóq	sI	1
▯ is a kilogram ▯ is ▯ number of property kilograms _BIAS _RAKU_lo _2_RAKU_kılo _ARITY_2	hóq	sI	2
▯ is something that ▯ considers to be themselves _BIAS _RAKU_kım _ARITY_2	tá	sA	2
▯ is kimchi a type of korean salted and fermented vegetables _BIAS _RAKU_chı _2_RAKU_kımchı _ARITY_1	máq	sI	1
in the sequence ▯ each nonfinal member is related to the next member by the relation ▯ _BIAS _RAKU_kım _ARITY_2	tá	sF	2
▯ is a property constitutive of ▯ s self concept _BIAS _RAKU_paq _2_RAKU_kımpaq _ARITY_2	hóq	sP	2
▯ is in danger ▯ is threatened _BIAS _RAKU_na _2_RAKU_kına _ARITY_1	tá	sS	1
▯ is a cinnamon roll _BIAS _RAKU_nam _2_RAKU_namnam _ARITY_1	máq	sI	1
▯ is quinoa _BIAS _RAKU_noa _2_RAKU_kınoa _ARITY_1	máq	sI	1
▯ are parentheses _BIAS _RAKU_laı _2_RAKU_kılaı _ARITY_1	máq	sI	1
▯ is a left parenthesis _BIAS _RAKU_laı _2_RAKU_kıolaı _ARITY_1	máq	sI	1
▯ is a ball sphere _BIAS _RAKU_kıoq _ARITY_1	máq	sI	1
▯ is a movie film video _BIAS _RAKU_kıq _ARITY_1	máq	sI	1
▯ watches a movie _BIAS _RAKU_gaı _2_RAKU_kıqgaı _ARITY_1	hó	sI	1
▯ is cilantro coriander seasoning _BIAS _RAKU_jı _2_RAKU_kıqjı _ARITY_1	máq	sI	1
▯ is ground coriander seeds _BIAS _RAKU_puo _2_RAKU_jıpuo _ARITY_1	máq	sI	1
▯ is a video screen _BIAS _RAKU_kea _2_RAKU_kıqkea _ARITY_1	máq	sI	1
▯ is a film camera _BIAS _RAKU_kea _2_RAKU_kıqkea _ARITY_1	máq	sI	1
▯ is film cinematography the artform _BIAS _RAKU_lea _2_RAKU_kıqlea _ARITY_1	hóq	sI	1
▯ is video noise tv static _BIAS _RAKU_nıao _2_RAKU_kıqnıao _ARITY_1	hóq	sF	1
▯ is an episode of series ▯ _BIAS _RAKU_sıem _2_RAKU_kıqsıem _ARITY_2	hóq	sI	2
▯ is cute adorable _BIAS _RAKU_rı _2_RAKU_kırı _ARITY_1	tá	sF	1
▯ pertains to the culture of kiribati republic of kiribati _BIAS _RAKU_tı _2_RAKU_batı _ARITY_1 _CAPS	tá	sF	1
▯ is the country kiribati republic of kiribati _BIAS _RAKU_gua _2_RAKU_tıgua _ARITY_1 _CAPS	máq	sI	1
▯ is christmas _BIAS _RAKU_jıu _2_RAKU_cojıu _ARITY_1	hóq	sI	1
▯ is the country of kyrgyzstan _BIAS _RAKU_gua _2_RAKU_sıgua _ARITY_1 _CAPS	máq	sI	1
▯ is the kyrgyz language _BIAS _RAKU_zu _2_RAKU_sızu _ARITY_1 _CAPS	hóq	sI	1
▯ is cutely annoyed ▯ feels a sense of amusement at being lightly teased in a cute or endearing fashion _BIAS _RAKU_rı _2_RAKU_pırı _ARITY_1	hó	sI	1
▯ is christmas _BIAS _RAKU_sa _2_RAKU_sımsa _ARITY_1 _CAPS	hóq	sI	1
▯ is christmas eve _BIAS _RAKU_chaq _2_RAKU_laochaq _ARITY_1 _CAPS	hóq	sI	1
▯ is ▯ able _BIAS _RAKU_kıu _ARITY_2	tá	sF	2
▯ is the kildin sami language _BIAS _RAKU_zu _2_RAKU_samzu _ARITY_1 _CAPS	hóq	sI	1
▯ is soluble _BIAS _RAKU_zoaq _2_RAKU_kıuzoaq _ARITY_1	máq	sI	1
▯ is the xth among ▯ where x is the numerosity of any things satisfying property ▯ sorted by property ▯ _BIAS _RAKU_ko _ARITY_4	tá	sF	4
▯ is cold cool _BIAS _RAKU_koa _ARITY_1	tá	sI	1
▯ is a winter _BIAS _RAKU_cao _2_RAKU_koacao _ARITY_1	hóq	sI	1
▯ shivers _BIAS _RAKU_rı _2_RAKU_furı _ARITY_1	hó	sA	1
▯ is a net web sieve filter _BIAS _RAKU_koaı _ARITY_1	máq	sI	1
▯ is a basket stinkhorn bamboo mushroom ▯ is phallus indusiatus _BIAS _RAKU_lıao _2_RAKU_buaılıao _ARITY_2	máq	sI	2
▯ searches the internet for ▯ _BIAS _RAKU_joaı _2_RAKU_koaıjoaı _ARITY_2	hó	sA	2
▯ is a refrigerator _BIAS _RAKU_kea _2_RAKU_koakea _ARITY_1	máq	sI	1
▯ is air conditioning _BIAS _RAKU_kea _2_RAKU_koakea _ARITY_1	máq	sI	1
▯ is an air conditioner _BIAS _RAKU_kea _2_RAKU_kuakea _ARITY_1	máq	sI	1
▯ is of lavender color _BIAS _RAKU_loa _2_RAKU_koaloa _ARITY_1	tá	sI	1
▯ is a nothingburger _BIAS _RAKU_ga _2_RAKU_baga _ARITY_1	tá	sF	1
▯ is mature ripe full grown adult _BIAS _RAKU_koaq _ARITY_1	hó	sI	1
▯ is an adult human _BIAS _RAKU_cha _2_RAKU_'ocha _ARITY_1	hó	sI	1
▯ develops cultivates ▯ _BIAS _RAKU_baı _2_RAKU_koaqbaı _ARITY_2	hó	sA	2
▯ raises grows nurtures ▯ _BIAS _RAKU_ja _2_RAKU_koaqja _ARITY_2	hó	sA	2
▯ is a woman adult female _BIAS _RAKU_lıq _2_RAKU_koaqlıq _ARITY_1	hó	sI	1
▯ is a man adult male _BIAS _RAKU_naq _2_RAKU_koaqnaq _ARITY_1	hó	sI	1
▯ is air conditioning _BIAS _RAKU_kea _2_RAKU_rıokea _ARITY_1	máq	sI	1
▯ is the koasati language _BIAS _RAKU_zu _2_RAKU_tızu _ARITY_1 _CAPS	hóq	sI	1
▯ is an automobile car _BIAS _RAKU_che _2_RAKU_koche _ARITY_1	máq	sI	1
▯ is a code _BIAS _RAKU_do _2_RAKU_kodo _ARITY_1	máq	sI	1
▯ chooses what the answer to ▯ indirect question is _BIAS _RAKU_koe _ARITY_2	hó	sA	2
▯ chooses ▯ out of ▯ for ▯ _BIAS _RAKU_koe _ARITY_4	hó	sA	4
▯ chooses ▯ out of ▯ _BIAS _RAKU_koe _ARITY_3	hó	sA	3
▯ chooses ▯ _BIAS _RAKU_koe _ARITY_2	hó	sA	2
▯ is an arbitrary random thing satisfying property ▯ _BIAS _RAKU_faı _2_RAKU_koefaı _ARITY_2	tá	sF	2
▯ is smart ▯ makes good decisions _BIAS _RAKU_joe _2_RAKU_koejoe _ARITY_1	hó	sI	1
▯ pities feels sorry for ▯ _BIAS _RAKU_koem _ARITY_2	hó	sI	2
▯ is an option _BIAS _RAKU_koem _ARITY_1	hóq	sI	1
▯ is pathetic _BIAS _RAKU_fıe _2_RAKU_koemfıe _ARITY_1	tá	sF	1
▯ is considering the different options ▯ for making a choice as to which will satisfy property ▯ _BIAS _RAKU_koem _ARITY_3	hó	sI	3
▯ is a menu _BIAS _RAKU_toq _2_RAKU_koetoq _ARITY_1	hóq	sI	1
▯ ambulates walks runs crawls _BIAS _RAKU_koı _ARITY_1	hó	sA	1
▯ is a walking stick _BIAS _RAKU_beaq _2_RAKU_koıbeaq _ARITY_1	máq	sI	1
▯ is a hoof _BIAS _RAKU_ceaq _2_RAKU_koıceaq _ARITY_1	máq	sI	1
▯ is a pedestrian _BIAS _RAKU_che _2_RAKU_koıche _ARITY_1	hó	sI	1
▯ departs from ▯ not intending to return _BIAS _RAKU_la _2_RAKU_kala _ARITY_2	hó	sI	2
▯ thinks fantasizes about leaving and never coming back _BIAS _RAKU_kam _2_RAKU_koıkam _ARITY_1	hó	sI	1
▯ goes on a walk _BIAS _RAKU_koı _2_RAKU_koıkoı _ARITY_1	hó	sA	1
▯ is an infantry soldier _BIAS _RAKU_che _2_RAKU_soıche _ARITY_1	hó	sI	1
▯ is a walking path _BIAS _RAKU_tıeq _2_RAKU_koıtıeq _ARITY_1	máq	sI	1
▯ searches the internet for ▯ _BIAS _RAKU_jo _2_RAKU_kojo _ARITY_2	hó	sA	2
▯ is a coconut _BIAS _RAKU_zeo _2_RAKU_kozeo _ARITY_1	máq	sI	1
▯ pertains to the culture of colombia republic of colombia _BIAS _RAKU_bıa _2_RAKU_loqbıa _ARITY_1 _CAPS	tá	sF	1
▯ is the country colombia republic of colombia _BIAS _RAKU_gua _2_RAKU_bıagua _ARITY_1 _CAPS	máq	sI	1
▯ is a member of genus columba containing some doves and pigeons the typical pigeons _BIAS _RAKU_bao _2_RAKU_luqbao _ARITY_1	hó	sI	1
▯ is a comma _BIAS _RAKU_laı _2_RAKU_komlaı _ARITY_1	máq	sI	1
▯ is a komodo dragon komodo monitor varanus komodoensis _BIAS _RAKU_la _2_RAKU_rala _ARITY_1	hó	sI	1
▯ is a computer _BIAS _RAKU_ta _2_RAKU_pıuta _ARITY_1	máq	sI	1
▯ is a european rabbit oryctolagus cuniculus _BIAS _RAKU_nı _2_RAKU_konı _ARITY_1	hó	sI	1
▯ is a copy of ▯ _BIAS _RAKU_pı _2_RAKU_kopı _ARITY_2	tá	sI	2
▯ is a scorpion _BIAS _RAKU_pıo _2_RAKU_kopıo _ARITY_1	máq	sI	1
▯ copies ▯ _BIAS _RAKU_shuaq _2_RAKU_pıshuaq _ARITY_2	hó	sA	2
▯ is rough uneven _BIAS _RAKU_koq _ARITY_1	tá	sI	1
▯ happens with various problems encountered along the way metaphorically rocky or bumpy road _BIAS _RAKU_faq _2_RAKU_koqfaq _ARITY_1	hóq	sE	1
▯ pertains to the culture of democratic republic of the congo congo democratic republic of the _BIAS _RAKU_go _2_RAKU_koqgo _ARITY_1 _CAPS	tá	sF	1
▯ is the country democratic republic of the congo congo democratic republic of the _BIAS _RAKU_gua _2_RAKU_gogua _ARITY_1 _CAPS	máq	sI	1
▯ is a creaking grating sound _BIAS _RAKU_laq _2_RAKU_koqlaq _ARITY_1	hóq	sI	1
▯ is an account _BIAS _RAKU_to _2_RAKU_koqto _ARITY_1	hóq	sI	1
▯ is the korean language _BIAS _RAKU_zu _2_RAKU_reazu _ARITY_1 _CAPS	hóq	sI	1
▯ pertains to the culture of kosovo kosovo _BIAS _RAKU_fo _2_RAKU_sofo _ARITY_1 _CAPS	tá	sF	1
▯ is the country kosovo kosovo _BIAS _RAKU_gua _2_RAKU_fogua _ARITY_1 _CAPS	máq	sI	1
▯ pertains to the culture of côte d ivoire ivory coast _BIAS _RAKU_re _2_RAKU_buare _ARITY_1 _CAPS	tá	sF	1
▯ is the country côte d ivoire ivory coast _BIAS _RAKU_gua _2_RAKU_regua _ARITY_1 _CAPS	máq	sI	1
it s ▯ which is what has property ▯ ▯ is the answer to the question of what has property ▯ and i m saying this either because the question was explicitly asked or because i otherwise think it s useful to point out _BIAS _RAKU_'ıq _2_RAKU_ku'ıq _ARITY_2	tá	sF	2
▯ is a room _BIAS _RAKU_kua _ARITY_1	máq	sI	1
▯ is an apartment flat _BIAS _RAKU_bue _2_RAKU_kuabue _ARITY_1	máq	sI	1
▯ hungers urges longs to satisfy property ▯ _BIAS _RAKU_kuaı _ARITY_2	hó	sI	2
▯ surrenders to the drive impulsion of doing ▯ _BIAS _RAKU_boaı _2_RAKU_kuaıboaı _ARITY_2	hó	sA	2
▯ is impulsive _BIAS _RAKU_le _2_RAKU_boaıle _ARITY_1	hó	sI	1
▯ is desperate to satisfy ▯ ▯ needs to be ▯ to such a high extent that they ll sacrifice their morality integrity dignity and or rational thinking to get it _BIAS _RAKU_duı _2_RAKU_kuaıduı _ARITY_2	hó	sI	2
▯ resists their urge to satisfy property ▯ _BIAS _RAKU_fea _2_RAKU_kuaıfea _ARITY_2	hó	sI	2
▯ teases ▯ by arousing the latter s urge to satisfy ▯ _BIAS _RAKU_luaq _2_RAKU_kuaıluaq _ARITY_3	hó	sA	3
▯ is satisfied as their his her its urge drive hunger longing ▯ has been fulfilled _BIAS _RAKU_luı _2_RAKU_kuaıluı _ARITY_2	hó	sI	2
▯ is a roommate of ▯ _BIAS _RAKU_jeq _2_RAKU_kuajeq _ARITY_2	hó	sI	2
▯ is cyan _BIAS _RAKU_kuao _ARITY_1	tá	sI	1
▯ is a friday _BIAS _RAKU_chaq _2_RAKU_kuaochaq _ARITY_1	hóq	sI	1
▯ is a dominant seventh 7 chord _BIAS _RAKU_jo _2_RAKU_kuaojo _ARITY_1	hóq	sI	1
▯ is the planet uranus _BIAS _RAKU_te _2_RAKU_nete _ARITY_1 _CAPS	máq	sI	1
▯ is turquoise mineral _BIAS _RAKU_pıo _2_RAKU_kuaopıo _ARITY_1	máq	sI	1
▯ expresses property ▯ _BIAS _RAKU_kuaq _ARITY_2	hó	sA	2
▯ is art expressing property ▯ _BIAS _RAKU_lea _2_RAKU_kuaqlea _ARITY_2	máq	sI	2
▯ pertains to the culture of cuba republic of cuba _BIAS _RAKU_ba _2_RAKU_kuba _ARITY_1 _CAPS	tá	sF	1
▯ is the country cuba republic of cuba _BIAS _RAKU_gua _2_RAKU_bagua _ARITY_1 _CAPS	máq	sI	1
▯ is an egg _BIAS _RAKU_bo _2_RAKU_kubo _ARITY_1	máq	sI	1
▯ is a coup d état _BIAS _RAKU_ta _2_RAKU_deta _ARITY_1	hóq	sI	1
▯ converse talk chat _BIAS _RAKU_te _2_RAKU_dote _ARITY_1	hó	sA	1
▯ is a book _BIAS _RAKU_kue _ARITY_1	máq	sI	1
▯ is a librarian _BIAS _RAKU_che _2_RAKU_kueche _ARITY_1	hó	sI	1
▯ is bibliology _BIAS _RAKU_dıu _2_RAKU_kuedıu _ARITY_1	hóq	sI	1
▯ is a library _BIAS _RAKU_jıo _2_RAKU_kuejıo _ARITY_1	máq	sI	1
▯ is a laptop _BIAS _RAKU_kea _2_RAKU_jıoqkea _ARITY_1	máq	sI	1
▯ is a printing press _BIAS _RAKU_kea _2_RAKU_kuekea _ARITY_1	máq	sI	1
▯ is the definition of ▯ _BIAS _RAKU_kuem _ARITY_2	hóq	sP	2
▯ is the quenya language _BIAS _RAKU_zu _2_RAKU_nhazu _ARITY_1 _CAPS	hóq	sI	1
▯ is a chapter _BIAS _RAKU_paq _2_RAKU_kuepaq _ARITY_1	hóq	sI	1
▯ is a vagina _BIAS _RAKU_po _2_RAKU_kuepo _ARITY_1	máq	sI	1
▯ plural gather come together _BIAS _RAKU_kueq _ARITY_1	tá	sF	1
▯ plural gather collect at locus ▯ intransitive and non agentive _BIAS _RAKU_kueq _ARITY_2	tá	sI	2
▯ is a collector of ▯ _BIAS _RAKU_che _2_RAKU_boche _ARITY_2	hó	sI	2
▯ is a collecting focusing element _BIAS _RAKU_go _2_RAKU_kueqgo _ARITY_1	máq	sI	1
▯ collects gathers ▯ plural at locus ▯ _BIAS _RAKU_tua _2_RAKU_kueqtua _ARITY_3	hó	sA	3
▯ is a library _BIAS _RAKU_shuo _2_RAKU_kueshuo _ARITY_1	máq	sI	1
▯ is a book cover ▯ is a book cover of book ▯ _BIAS _RAKU_tıe _2_RAKU_kuetıe _ARITY_2	máq	sI	2
▯ pertains to the culture of kuwait state of kuwait _BIAS _RAKU_faı _2_RAKU_kufaı _ARITY_1 _CAPS	tá	sF	1
▯ is the country kuwait state of kuwait _BIAS _RAKU_gua _2_RAKU_faıgua _ARITY_1 _CAPS	máq	sI	1
▯ cheeses uses unconventional tactics in a game especially some seen as unsporting but stopping short of cheating by satisfying property ▯ _BIAS _RAKU_tao _2_RAKU_hatao _ARITY_2	hó	sA	2
event ▯ happens because ▯ is the case _BIAS _RAKU_kuı _ARITY_2	hóq	sE	2
▯ is the case because ▯ _BIAS _RAKU_kuı _ARITY_2	hóq	sP	2
▯ is a reason why ▯ is the case _BIAS _RAKU_ca _2_RAKU_kuıca _ARITY_2	hóq	sP	2
why is ▯ the case _BIAS _RAKU_hı _2_RAKU_kuıhı _ARITY_1	hóq	sP	1
▯ is the case for some reason i don t know which _BIAS _RAKU_ra _2_RAKU_hıra _ARITY_1	hóq	sP	1
▯ is an answer to the question of what has property ▯ which i assume is newsworthy and useful to you _BIAS _RAKU_kuıq _ARITY_2	tá	sF	2
relevantly ▯ satisfies property ▯ it is ▯ that satisfies property ▯ ▯ is circumstantially contextually characterized as satisfying property ▯ _BIAS _RAKU_kuıq _ARITY_2	tá	sF	2
▯ is a reason why ▯ is the case _BIAS _RAKU_tue _2_RAKU_kuıtue _ARITY_2	hóq	sP	2
▯ is a mosquito _BIAS _RAKU_lo _2_RAKU_kulo _ARITY_1	hó	sI	1
▯ pours ▯ _BIAS _RAKU_lu _2_RAKU_kulu _ARITY_2	hó	sA	2
▯ is a sentence _BIAS _RAKU_na _2_RAKU_kuna _ARITY_1	hóq	sI	1
▯ is literally the case _BIAS _RAKU_na _2_RAKU_juna _ARITY_1	hóq	sP	1
▯ is a sentence structure _BIAS _RAKU_teı _2_RAKU_nateı _ARITY_1	hóq	sI	1
▯ is a member of the genus canis the wolves coyotes jackals dingoes and dogs _BIAS _RAKU_ne _2_RAKU_kune _ARITY_1	hó	sI	1
▯ is butch _BIAS _RAKU_dı _2_RAKU_nedı _ARITY_1	hó	sI	1
▯ has love for ▯ that is simply warm like the love of a dog _BIAS _RAKU_nem _2_RAKU_kunem _ARITY_2	hó	sI	2
▯ is a prairie dog _BIAS _RAKU_se _2_RAKU_nemse _ARITY_1	hó	sI	1
▯ is a canidae _BIAS _RAKU_sıu _2_RAKU_nesıu _ARITY_1	hó	sI	1
▯ belongs to the caniformia taxonomic suborder _BIAS _RAKU_teı _2_RAKU_neteı _ARITY_1	hó	sI	1
▯ is black _BIAS _RAKU_kuo _ARITY_1	tá	sI	1
▯ is a horn of plenty black chanterelle mushroom ▯ is craterellus cornucopioides _BIAS _RAKU_lıao _2_RAKU_bıulıao _ARITY_2	máq	sI	2
▯ is a wood ear mushroom _BIAS _RAKU_lıao _2_RAKU_huolıao _ARITY_1	máq	sI	1
▯ is less than ▯ in property ▯ _BIAS _RAKU_kuoı _ARITY_3	tá	sF	3
▯ is a less preferred name for ▯ according to themselves ▯ while technically being one of ▯ s names is not preferred or embraced by that individual one sense ▯ is a deadname of ▯ _BIAS _RAKU_chua _2_RAKU_kuoıchua _ARITY_2	hóq	sI	2
▯ is a black morel ▯ is morchella conica m angusticeps or m elata _BIAS _RAKU_lıao _2_RAKU_chelıao _ARITY_2	máq	sI	2
▯ is a bone _BIAS _RAKU_kuoq _ARITY_1	máq	sI	1
▯ is bone marrow _BIAS _RAKU_chu _2_RAKU_kuoqchu _ARITY_1	máq	sI	1
▯ is orthopedics _BIAS _RAKU_dıu _2_RAKU_kuoqdıu _ARITY_1	hóq	sI	1
▯ is an orthopedist _BIAS _RAKU_che _2_RAKU_dıuche _ARITY_1	hó	sI	1
▯ is an x ray machine _BIAS _RAKU_kea _2_RAKU_gaıkea _ARITY_1	máq	sI	1
▯ is an x ray picture _BIAS _RAKU_se _2_RAKU_gaıse _ARITY_1	máq	sI	1
▯ is cartilage _BIAS _RAKU_na _2_RAKU_huna _ARITY_1	máq	sI	1
▯ is a cartilaginous fish chondrichthyes _BIAS _RAKU_cıe _2_RAKU_nacıe _ARITY_1	hó	sI	1
▯ is a skeleton _BIAS _RAKU_me _2_RAKU_kuoqme _ARITY_1	máq	sI	1
▯ is bone meal _BIAS _RAKU_puo _2_RAKU_kuoqpuo _ARITY_1	máq	sI	1
▯ is bone material _BIAS _RAKU_saı _2_RAKU_kuoqsaı _ARITY_1	máq	sI	1
▯ is a blackcurrant ribes nigrum _BIAS _RAKU_ba _2_RAKU_rıba _ARITY_1	máq	sI	1
relevantly ▯ is of related to ▯ circumstantially ▯ is identified characterized as being related to ▯ _BIAS _RAKU_po _2_RAKU_kupo _ARITY_2	tá	sF	2
▯ says ▯ _BIAS _RAKU_kuq _ARITY_2	hó	sA	2
▯ says ▯ _BIAS _RAKU_kuq _ARITY_2	hó	sA	2
▯ is a chatter twitch discord c _BIAS _RAKU_che _2_RAKU_kuqche _ARITY_1	hó	sI	1
▯ insults ▯ _BIAS _RAKU_hıao _2_RAKU_kuqhıao _ARITY_2	hó	sA	2
▯ is a siege engine _BIAS _RAKU_kea _2_RAKU_jeqkea _ARITY_1	máq	sI	1
▯ is a phoneme _BIAS _RAKU_laı _2_RAKU_kuqlaı _ARITY_1	máq	sI	1
▯ says ▯ in his her their mind ▯ thinks ▯ quote _BIAS _RAKU_moı _2_RAKU_kuqmoı _ARITY_2	hó	sI	2
▯ is allegedly the case _BIAS _RAKU_nu _2_RAKU_kuqnu _ARITY_1	hóq	sP	1
▯ is text spoken or written _BIAS _RAKU_se _2_RAKU_kuqse _ARITY_1	hóq	sI	1
▯ is a sentence _BIAS _RAKU_toaı _2_RAKU_kuqtoaı _ARITY_1	hóq	sI	1
▯ is a berry _BIAS _RAKU_rı _2_RAKU_kurı _ARITY_1	máq	sI	1
▯ is a berry bush _BIAS _RAKU_nıu _2_RAKU_rınıu _ARITY_1	máq	sI	1
▯ is the kurmanji language _BIAS _RAKU_zu _2_RAKU_dızu _ARITY_1 _CAPS	hóq	sI	1
▯ is a squash gourd pumpkin _BIAS _RAKU_su _2_RAKU_kusu _ARITY_1	máq	sI	1
▯ is a squash gourd pumpkin _BIAS _RAKU_su _2_RAKU_kusu _ARITY_1	máq	sI	1
▯ is a member of genus cucurbita squashes gourds pumpkins _BIAS _RAKU_su _2_RAKU_kusu _ARITY_1	máq	sI	1
▯ is a queerplatonic partner of ▯ _BIAS _RAKU_gaq _2_RAKU_sugaq _ARITY_2	hó	sI	2
▯ mistakenly construes the etymology of the classical nahuatl word āyōtōchin armadillo as being gourd rabbit instead of the real etymology tortoise rabbit _BIAS _RAKU_nı _2_RAKU_konı _ARITY_1	hó	sA	1
▯ squishes has a queerplatonic crush on ▯ _BIAS _RAKU_kuaı _2_RAKU_sukuaı _ARITY_2	hó	sI	2
▯ is a peace offering or propitiatory gift given to make amends in good faith _BIAS _RAKU_nam _2_RAKU_shenam _ARITY_1	máq	sI	1
▯ is a cucumber _BIAS _RAKU_shu _2_RAKU_kushu _ARITY_1	máq	sI	1
▯ is kudzu _BIAS _RAKU_zu _2_RAKU_kuzu _ARITY_1	máq	sI	1
▯ is a lion panthera leo _BIAS _RAKU_bı _2_RAKU_labı _ARITY_1	hó	sI	1
▯ is a lion _BIAS _RAKU_bı _2_RAKU_labı _ARITY_1	hó	sI	1
▯ is the star sign leo _BIAS _RAKU_dam _2_RAKU_bıdam _ARITY_1 _CAPS	hóq	sI	1
▯ perceives that ▯ is the case _BIAS _RAKU_gaı _2_RAKU_lagaı _ARITY_2	hó	sI	2
▯ pertains to the culture of algeria people s democratic republic of algeria _BIAS _RAKU_rıa _2_RAKU_gerıa _ARITY_1 _CAPS	tá	sF	1
▯ is the country algeria people s democratic republic of algeria _BIAS _RAKU_gua _2_RAKU_rıagua _ARITY_1 _CAPS	máq	sI	1
▯ is the algerian arabic language _BIAS _RAKU_zu _2_RAKU_rıazu _ARITY_1 _CAPS	hóq	sI	1
▯ is logic _BIAS _RAKU_dıu _2_RAKU_heqdıu _ARITY_1	hóq	sI	1
▯ is a letter glyph sign character symbol graphical component signifying ▯ _BIAS _RAKU_laı _ARITY_2	hóq	sI	2
▯ is a flag _BIAS _RAKU_boe _2_RAKU_laıboe _ARITY_1	máq	sI	1
▯ is a serif of a letter character _BIAS _RAKU_pa _2_RAKU_dapa _ARITY_1	máq	sI	1
▯ is in a serif font _BIAS _RAKU_bo _2_RAKU_pabo _ARITY_1	máq	sI	1
▯ is in a sans serif font _BIAS _RAKU_cıa _2_RAKU_pacıa _ARITY_1	máq	sI	1
▯ signs signals semantic content ▯ to ▯ with an action gesture hint etc _BIAS _RAKU_dıeq _2_RAKU_laıdıeq _ARITY_3	hó	sI	3
▯ is a keyboard _BIAS _RAKU_kea _2_RAKU_koekea _ARITY_1	máq	sI	1
▯ is calligraphy _BIAS _RAKU_lea _2_RAKU_laılea _ARITY_1	hóq	sI	1
▯ is the amount of letters in ▯ _BIAS _RAKU_ne _2_RAKU_laıne _ARITY_2	hóq	sI	2
▯ is a metaphor allegory instance of symbolism _BIAS _RAKU_sıo _2_RAKU_laısıo _ARITY_1	hóq	sF	1
▯ is christmas advent time ▯ is the christian holiday time of the year _BIAS _RAKU_cao _2_RAKU_sucao _ARITY_1	hóq	sI	1
▯ is christmas _BIAS _RAKU_chaq _2_RAKU_jıuchaq _ARITY_1	hóq	sI	1
▯ is christmas eve _BIAS _RAKU_chaq _2_RAKU_laochaq _ARITY_1	hóq	sI	1
▯ is easter _BIAS _RAKU_chaq _2_RAKU_jıuchaq _ARITY_1	hóq	sI	1
▯ is a lychee fruit _BIAS _RAKU_zeo _2_RAKU_zızeo _ARITY_1	máq	sI	1
▯ is a tulip _BIAS _RAKU_lea _2_RAKU_lalea _ARITY_1	máq	sI	1
▯ is a liriodendron tulipifera tulip poplar _BIAS _RAKU_rem _2_RAKU_rerem _ARITY_1	máq	sI	1
▯ is prone apt to satisfy property ▯ _BIAS _RAKU_lam _ARITY_2	hó	sI	2
▯ is a llama _BIAS _RAKU_lam _ARITY_1	hó	sI	1
▯ is a lamia _BIAS _RAKU_lam _ARITY_1	hó	sI	1
▯ waits for ▯ to be the case _BIAS _RAKU_lao _ARITY_2	hó	sA	2
▯ are the holidays is the holiday season _BIAS _RAKU_cao _2_RAKU_laocao _ARITY_1	hóq	sI	1
▯ happens instantly without delay _BIAS _RAKU_cıa _2_RAKU_laocıa _ARITY_1	hóq	sE	1
▯ are in a deadlock stalemate impasse each waiting for the other to ▯ _BIAS _RAKU_cheo _2_RAKU_laocheo _ARITY_2	hó	sI	2
▯ is an alphabet _BIAS _RAKU_ta _2_RAKU_beta _ARITY_1	hóq	sI	1
for the first time in ▯ duration it happens that ▯ is the case _BIAS _RAKU_heq _2_RAKU_laoheq _ARITY_2	hóq	sI	2
▯ looks forward to ▯ ▯ is in joyful anticipation of ▯ _BIAS _RAKU_jaı _2_RAKU_laojaı _ARITY_2	hó	sI	2
▯ finally happens at long last after a lot of waiting _BIAS _RAKU_jaq _2_RAKU_laojaq _ARITY_1	hóq	sF	1
▯ finally happens at long last after a lot of waiting _BIAS _RAKU_faq _2_RAKU_jaqfaq _ARITY_1	hóq	sF	1
▯ is a winter season _BIAS _RAKU_jıaq _2_RAKU_laojıaq _ARITY_1	hóq	sF	1
▯ is the letter l _BIAS _RAKU_lıq _2_RAKU_laolıq _ARITY_1	hóq	sI	1
▯ is logic branch of knowledge _BIAS _RAKU_dıu _2_RAKU_paqdıu _ARITY_1	hóq	sI	1
▯ is a sound ▯ is audio _BIAS _RAKU_laq _ARITY_1	hóq	sI	1
▯ emits a dull sound akin to that which is made when two stones collide _BIAS _RAKU_ka _2_RAKU_baka _ARITY_1	máq	sI	1
▯ is a bell _BIAS _RAKU_bıo _2_RAKU_laqbıo _ARITY_1	máq	sI	1
▯ is a lily of the valley _BIAS _RAKU_rua _2_RAKU_bıorua _ARITY_1	máq	sI	1
▯ is the language of the zhanbun culture laiqbun _BIAS _RAKU_zu _2_RAKU_buqzu _ARITY_1 _CAPS	hóq	sI	1
▯ is loud _BIAS _RAKU_caı _2_RAKU_laqcaı _ARITY_1	tá	sF	1
▯ is silent soundless _BIAS _RAKU_cıa _2_RAKU_laqcıa _ARITY_1	tá	sF	1
▯ hits ▯ making it make sound _BIAS _RAKU_dea _2_RAKU_laqdea _ARITY_2	hó	sA	2
